Bin Id,Bin Id,dereplication,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,QC,final_quality_assessment,gtdbtk_classify,note,,,,
H53R302um_2022HA_B0047.fasta,H53R302um_2022HA_B0047,yes,k__Bacteria (UID203),5449,104,58,15,89,0,0,0,0,79.44,0,0,79.44,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9973;g__UBA9973;s__,.,,,,
H53R102um_2022HA_B0060.fasta,H53R102um_2022HA_B0060,yes,k__Bacteria (UID2570),433,273,183,47,222,4,0,0,0,79.36,1.66,50,71.06,medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__UBA6688;s__,.,,,,
H52-bin157_1-contigs.fasta,H52-bin157_1-contigs,yes,k__Bacteria (UID2565),2921,152,93,23,127,2,0,0,0,79.33,1.61,0,71.28,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA12090;g__UBA12090;s__,.,,,,
H52R102um_2022_B0112.fasta,H52R102um_2022_B0112,yes,k__Bacteria (UID203),5449,104,58,16,88,0,0,0,0,79.28,0,0,79.28,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__UBA10103;s__,.,,,,
H51-bin296_1-contigs.fasta,H51-bin296_1-contigs,yes,k__Bacteria (UID3187),2258,188,117,48,135,5,0,0,0,79.2,1.99,0,69.25,medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__UBA12499;s__UBA12499 sp001788395,.,,,,
H41R102um_2022_B0051.fasta,H41R102um_2022_B0051,yes,k__Bacteria (UID2495),2993,143,89,26,114,3,0,0,0,79.17,2.35,33.33,67.42,medium,d__Bacteria;p__UBA9089;c__CG2-30-40-21;o__CG2-30-40-21;f__CG2-30-40-21;g__CG2-30-40-21;s__,.,,,,
H41-bin194_1-contigs.fasta,H41-bin194_1-contigs,yes,k__Bacteria (UID2495),2993,147,91,56,88,3,0,0,0,79.02,2.75,66.67,65.27,medium,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__SZUA-252;s__,.,,,,
H43-bin120_1-contigs.fasta,H43-bin120_1-contigs,yes,k__Bacteria (UID3187),2258,187,116,32,150,5,0,0,0,79.02,2.69,40,65.57,medium,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CSP1-6;s__,.,,,,
H32-bin027_1-contigs.fasta,H32-bin027_1-contigs,yes,k__Bacteria (UID3187),2258,188,117,44,142,2,0,0,0,78.96,1.71,0,70.41,medium,d__Bacteria;p__Nitrospinota;c__UBA9942;o__UBA9942;f__UBA9942;g__PLOWO2-12-39-15;s__,.,,,,
H52-bin097_1-contigs.fasta,H52-bin097_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,53,88,2,0,0,0,78.93,1.5,100,71.43,medium,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__,.,,,,
H52R102um_2022HA_B0034.fasta,H52R102um_2022HA_B0034,yes,k__Bacteria (UID2565),2921,152,93,30,119,3,0,0,0,78.81,1.14,0,73.11,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__,.,,,,
H43-bin151_1-contigs.fasta,H43-bin151_1-contigs,yes,c__Deltaproteobacteria (UID3216),83,247,155,59,180,8,0,0,0,78.8,3.89,50,59.35,medium,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001830835,.,,,,
H41-bin010_1-contigs.fasta,H41-bin010_1-contigs,yes,k__Bacteria (UID2495),2993,143,89,25,118,0,0,0,0,78.79,0,0,78.79,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA9973;g__UBA9973;s__,.,,,,
H32-bin056_1-contigs.fasta,H32-bin056_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,31,147,3,0,0,0,78.76,1.02,0,73.66,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria_A;o__HDB-SIOI813;f__HDB-SIOI813;g__RBG-16-43-11;s__RBG-16-43-11 sp001805165,.,,,,
H41-bin135_1-contigs.fasta,H41-bin135_1-contigs,yes,k__Bacteria (UID203),5449,104,58,15,88,1,0,0,0,78.74,1.72,0,70.14,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359;g__;s__,.,,,,
H51R202um_2022HA_B0043.fasta,H51R202um_2022HA_B0043,yes,k__Bacteria (UID203),5449,104,58,24,80,0,0,0,0,78.74,0,0,78.74,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__GWA1-54-10;s__,.,,,,
H32R202um_2022HA_B0129.fasta,H32R202um_2022HA_B0129,yes,k__Bacteria (UID2495),2993,147,91,51,95,1,0,0,0,78.72,1.1,0,73.22,medium,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-11;s__,.,,,,
H41R302um_2022_B0101.fasta,H41R302um_2022_B0101,yes,k__Bacteria (UID1452),924,161,108,24,137,0,0,0,0,78.7,0,0,78.7,medium,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__2-12-FULL-55-11;s__,.,,,,
H51-bin339-contigs.fasta,H51-bin339-contigs,yes,k__Bacteria (UID2565),2921,152,93,26,121,5,0,0,0,78.7,1.42,0,71.6,medium,d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__UBA11346;s__,.,,,,
H51R202um_2022HA_B0065.fasta,H51R202um_2022HA_B0065,yes,k__Archaea (UID2),207,145,103,33,107,5,0,0,0,78.65,3.88,100,59.25,medium,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__,.,,,,
H32-bin066_1-contigs.fasta,H32-bin066_1-contigs,yes,c__Gammaproteobacteria (UID4267),119,544,284,97,443,4,0,0,0,78.63,0.57,0,75.78,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077554;f__;g__;s__,.,,,,
H51-bin204_1-contigs.fasta,H51-bin204_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,39,138,3,1,0,0,78.63,2.83,16.67,64.48,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__40CM-3-62-11;s__,.,,,,
H14R302um_2022HA_B0021.fasta,H14R302um_2022HA_B0021,yes,o__Burkholderiales (UID4000),193,427,214,75,346,6,0,0,0,78.59,0.27,33.33,77.24,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__,.,,,,
H32R102um_2022HA_B0016.fasta,H32R102um_2022HA_B0016,yes,k__Archaea (UID2),207,149,107,41,105,3,0,0,0,78.58,2.8,0,64.58,medium,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GW2011-AR10;g__;s__,.,,,,
H41-bin076_1-contigs.fasta,H41-bin076_1-contigs,yes,k__Bacteria (UID203),5449,104,58,15,89,0,0,0,0,78.58,0,0,78.58,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Ryanbacterales;f__GWA2-47-10b;g__;s__,.,,,,
H41-bin069_1-contigs.fasta,H41-bin069_1-contigs,yes,k__Bacteria (UID2570),433,273,183,48,218,7,0,0,0,78.44,2.91,28.57,63.89,medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__2-02-FULL-55-14;s__,.,,,,
H51R302um_2022HA_B0053.fasta,H51R302um_2022HA_B0053,yes,k__Bacteria (UID2565),2921,143,88,30,113,0,0,0,0,78.27,0,0,78.27,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__2-02-FULL-50-16-A;g__;s__,.,,,,
H51R202um_2022HA_B0064.fasta,H51R202um_2022HA_B0064,yes,k__Bacteria (UID1452),924,163,110,30,129,4,0,0,0,78.18,3.18,75,62.28,medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,.,,,,
H14R102um_2022HA_B0019.fasta,H14R102um_2022HA_B0019,yes,p__Bacteroidetes (UID2591),364,303,203,73,229,1,0,0,0,78.17,0.49,0,75.72,medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__,.,,,,
H52R202um_2022_B0045.fasta,H52R202um_2022_B0045,yes,k__Bacteria (UID203),5449,104,58,20,84,0,0,0,0,78.11,0,0,78.11,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359_A;g__UBA10002;s__,.,,,,
H52-bin010_1-contigs.fasta,H52-bin010_1-contigs,yes,k__Bacteria (UID2565),2921,149,91,28,118,3,0,0,0,78.02,2.75,0,64.27,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__XYD2-FULL-41-16;s__,.,,,,
H51R202um_2022HA_B0075.fasta,H51R202um_2022HA_B0075,yes,k__Bacteria (UID1452),924,163,110,30,127,6,0,0,0,78,5,50,53,medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,.,,,,
H53R101um_2022_B0041.fasta,H53R101um_2022_B0041,yes,k__Bacteria (UID203),5449,104,58,20,84,0,0,0,0,77.95,0,0,77.95,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__21-14-all-36-13;g__;s__,.,,,,
H51R302um_2022_B0069.fasta,H51R302um_2022_B0069,yes,k__Bacteria (UID1452),924,151,101,24,123,4,0,0,0,77.89,2.18,25,66.99,medium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__;s__,.,,,,
H41-bin080-contigs.fasta,H41-bin080-contigs,yes,k__Bacteria (UID203),5449,104,58,15,89,0,0,0,0,77.87,0,0,77.87,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H41R101um_2022_B0025.fasta,H41R101um_2022_B0025,yes,k__Bacteria (UID203),5449,104,58,14,90,0,0,0,0,77.87,0,0,77.87,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__WO2-35-19;s__,.,,,,
H53R302um_2022HA_B0074.fasta,H53R302um_2022HA_B0074,yes,k__Bacteria (UID2565),2921,143,88,28,115,0,0,0,0,77.87,0,0,77.87,medium,d__Bacteria;p__Planctomycetota;c__MHYJ01;o__;f__;g__;s__,.,,,,
H53R202um_2022_B0003.fasta,H53R202um_2022_B0003,yes,k__Bacteria (UID2495),2993,143,89,23,120,0,0,0,0,77.8,0,0,77.8,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__GWA1-40-21;g__Bog-1340;s__,.,,,,
H43-bin203_1-contigs.fasta,H43-bin203_1-contigs,yes,k__Bacteria (UID2565),2921,152,93,26,124,2,0,0,0,77.78,1.17,0,71.93,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA12090;g__UBA12090;s__,.,,,,
H53R101um_2022_B0064.fasta,H53R101um_2022_B0064,yes,o__Pseudomonadales (UID4488),185,813,308,203,569,41,0,0,0,77.77,4.45,31.71,55.52,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,.,,,,
H41-bin177_1-contigs.fasta,H41-bin177_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,36,141,4,0,0,0,77.73,1.32,75,71.13,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__BMS3Bbin08;g__;s__,.,,,,
H41-bin011_1-contigs.fasta,H41-bin011_1-contigs,yes,k__Bacteria (UID203),5449,104,58,15,88,1,0,0,0,77.72,0.16,100,76.92,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__WO2-44-18;g__2011-GWA2-47-8b;s__,.,,,,
H41R202um_2022_B0046.fasta,H41R202um_2022_B0046,yes,k__Bacteria (UID3187),2258,181,110,47,133,1,0,0,0,77.72,0.91,0,73.17,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__,.,,,,
H53R302um_2022_B0010.fasta,H53R302um_2022_B0010,yes,k__Bacteria (UID203),5449,104,58,16,88,0,0,0,0,77.72,0,0,77.72,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__;s__,.,,,,
H41R302um_2022_B0099.fasta,H41R302um_2022_B0099,yes,k__Bacteria (UID2565),2921,152,93,29,116,7,0,0,0,77.69,4.53,42.86,55.04,medium,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1572;f__UBA1572;g__UM-FILTER-44-12;s__,.,,,,
H41R101um_2022_B0048.fasta,H41R101um_2022_B0048,yes,k__Bacteria (UID203),5449,104,58,21,83,0,0,0,0,77.64,0,0,77.64,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H32R102um_2022HA_B0057.fasta,H32R102um_2022HA_B0057,yes,k__Bacteria (UID1452),924,151,101,28,123,0,0,0,0,77.63,0,0,77.63,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__2-01-FULL-52-15;g__;s__,.,,,,
H32R302um_2022HA_B0065.fasta,H32R302um_2022HA_B0065,yes,k__Bacteria (UID203),5449,104,58,17,85,2,0,0,0,77.56,3.45,50,60.31,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2135;g__UBA2135;s__,.,,,,
H51R302um_2022HA_B0073.fasta,H51R302um_2022HA_B0073,yes,k__Bacteria (UID2565),2921,143,88,23,113,7,0,0,0,77.55,4.25,42.86,56.3,medium,d__Bacteria;p__Planctomycetota;c__J132;o__;f__;g__;s__,.,,,,
H52R102um_2022_B0074.fasta,H52R102um_2022_B0074,yes,k__Bacteria (UID2565),2921,149,91,25,119,5,0,0,0,77.55,4.95,0,52.8,medium,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__XYD2-FULL-41-16;s__,.,,,,
H32R202um_2022HA_B0126.fasta,H32R202um_2022HA_B0126,yes,k__Bacteria (UID203),5449,104,58,19,85,0,0,0,0,77.4,0,0,77.4,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2163;g__C7867-001;s__,.,,,,
H32R301um_2022_B0027.fasta,H32R301um_2022_B0027,yes,c__Deltaproteobacteria (UID3216),83,247,155,51,191,5,0,0,0,77.39,1.97,40,67.54,medium,d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__;s__,.,,,,
H52R202um_2022HA_B0038.fasta,H52R202um_2022HA_B0038,yes,k__Bacteria (UID3187),2258,182,112,37,143,2,0,0,0,77.33,1.79,0,68.38,medium,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__;f__;g__;s__,.,,,,
H41-bin255_1-contigs.fasta,H41-bin255_1-contigs,yes,k__Bacteria (UID1452),924,161,108,28,132,1,0,0,0,77.31,0.46,0,75.01,medium,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA12463;g__;s__,.,,,,
H52R202um_2022HA_B0081.fasta,H52R202um_2022HA_B0081,yes,k__Bacteria (UID3187),2258,190,119,30,155,5,0,0,0,77.26,1.09,40,71.81,medium,d__Bacteria;p__Desulfobacterota;c__MBNT15;o__MBNT15;f__MBNT15;g__CG2-30-66-27;s__,.,,,,
H32R202um_2022HA_B0068.fasta,H32R202um_2022HA_B0068,yes,k__Bacteria (UID3187),2258,181,110,34,145,2,0,0,0,77.24,0.97,50,72.39,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria_A;o__HDB-SIOI813;f__HDB-SIOI813;g__RBG-16-43-11;s__RBG-16-43-11 sp001805165,.,,,,
H32-bin031_1-contigs.fasta,H32-bin031_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,30,149,2,0,0,0,77.16,0.96,0,72.36,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__NS-4;g__SCTG01;s__,.,,,,
H32R102um_2022HA_B0097.fasta,H32R102um_2022HA_B0097,yes,k__Bacteria (UID3187),2258,182,112,57,122,3,0,0,0,77.1,2.68,33.33,63.7,medium,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__,.,,,,
H43-bin028_1-contigs.fasta,H43-bin028_1-contigs,yes,k__Archaea (UID2),207,149,107,26,123,0,0,0,0,77.1,0,0,77.1,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__;g__;s__,.,,,,
H51R302um_2022HA_B0036.fasta,H51R302um_2022HA_B0036,yes,k__Archaea (UID2),207,149,107,27,122,0,0,0,0,77.1,0,0,77.1,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__UBA10204;s__,.,,,,
H51-bin323_1-contigs.fasta,H51-bin323_1-contigs,yes,k__Bacteria (UID1452),924,163,110,29,131,3,0,0,0,77.09,2.27,33.33,65.74,medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,.,,,,
H51R302um_2022HA_B0092.fasta,H51R302um_2022HA_B0092,yes,c__Deltaproteobacteria (UID3216),83,247,155,51,191,5,0,0,0,77.07,2.31,40,65.52,medium,d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__;s__,.,,,,
H51R201um_2022_B0006.fasta,H51R201um_2022_B0006,yes,c__Deltaproteobacteria (UID3216),83,247,155,54,186,7,0,0,0,77.04,1.84,57.14,67.84,medium,d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__;s__,.,,,,
H52-bin084_1-contigs.fasta,H52-bin084_1-contigs,yes,k__Archaea (UID2),207,149,107,30,118,1,0,0,0,77.02,0.93,0,72.37,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__,.,,,,
H52R102um_2022_B0120.fasta,H52R102um_2022_B0120,yes,k__Bacteria (UID203),5449,104,58,16,86,2,0,0,0,77.01,2.59,0,64.06,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__GWA1-40-21;g__GWA1-40-21;s__,.,,,,
H43-bin173_1-contigs.fasta,H43-bin173_1-contigs,yes,k__Bacteria (UID2570),433,273,183,54,207,11,1,0,0,76.92,3.36,21.43,60.12,medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__0-14-0-80-59-12;f__;g__;s__,.,,,,
H51-bin291_1-contigs.fasta,H51-bin291_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,35,140,6,0,0,0,76.87,1.25,33.33,70.62,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__,.,,,,
H41R202um_2022_B0062.fasta,H41R202um_2022_B0062,yes,k__Bacteria (UID203),5449,104,58,16,88,0,0,0,0,76.85,0,0,76.85,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__;s__,.,,,,
H43-bin029_1-contigs.fasta,H43-bin029_1-contigs,yes,k__Bacteria (UID203),5449,104,58,17,86,1,0,0,0,76.85,0.16,100,76.05,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1539;g__;s__,.,,,,
H52R302um_2022HA_B0096.fasta,H52R302um_2022HA_B0096,yes,p__Actinobacteria (UID1454),732,199,116,56,141,2,0,0,0,76.72,0.72,50,73.12,medium,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__BMS3ABIN01;f__BMS3ABIN01;g__;s__,.,,,,
H41R201um_2022_B0011.fasta,H41R201um_2022_B0011,yes,k__Bacteria (UID2495),2993,143,89,24,119,0,0,0,0,76.71,0,0,76.71,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359;g__C7867-002;s__,.,,,,
H32R202um_2022HA_B0032.fasta,H32R202um_2022HA_B0032,yes,k__Archaea (UID2),207,149,107,28,120,1,0,0,0,76.64,0.93,0,71.99,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__;s__,.,,,,
H32-bin139_1-contigs.fasta,H32-bin139_1-contigs,yes,c__Deltaproteobacteria (UID3216),83,247,155,58,187,2,0,0,0,76.62,1.29,0,70.17,medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__;g__;s__,.,,,,
H32-bin109_1-contigs.fasta,H32-bin109_1-contigs,yes,k__Bacteria (UID2495),2993,147,91,34,108,5,0,0,0,76.61,2.39,20,64.66,medium,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__,.,,,,
H53R102um_2022_B0043.fasta,H53R102um_2022_B0043,yes,k__Bacteria (UID3187),2258,181,110,31,148,2,0,0,0,76.61,0.96,100,71.81,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__,.,,,,
H32R102um_2022HA_B0086.fasta,H32R102um_2022HA_B0086,yes,k__Bacteria (UID3187),2258,181,110,41,131,9,0,0,0,76.53,4.85,55.56,52.28,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__,.,,,,
H32R302um_2022HA_B0062.fasta,H32R302um_2022HA_B0062,yes,k__Bacteria (UID203),5449,104,58,18,86,0,0,0,0,76.51,0,0,76.51,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__XYD1-FULL-46-19;g__;s__,.,,,,
H53R102um_2022HA_B0081.fasta,H53R102um_2022HA_B0081,yes,k__Bacteria (UID2570),433,270,179,66,197,7,0,0,0,76.46,3.18,42.86,60.56,medium,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__XYB12-FULL-38-5;s__,.,,,,
H51R301um_2022_B0066.fasta,H51R301um_2022_B0066,yes,k__Bacteria (UID2495),2993,143,89,33,108,2,0,0,0,76.34,2.25,50,65.09,medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__GWA2-37-8;g__XYD2-FULL-39-9;s__,.,,,,
H32-bin096_1-contigs.fasta,H32-bin096_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,32,147,2,0,0,0,76.23,1.82,0,67.13,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__NS-4;g__SCTG01;s__,.,,,,
H41R202um_2022HA_B0172.fasta,H41R202um_2022HA_B0172,yes,k__Bacteria (UID3187),2258,181,110,44,129,8,0,0,0,76.15,4.17,50,55.3,medium,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__BMS3Bbin08;g__;s__,.,,,,
H41R302um_2022HA_B0022.fasta,H41R302um_2022HA_B0022,yes,k__Bacteria (UID2495),2993,143,89,37,106,0,0,0,0,76.15,0,0,76.15,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__SURF-38;f__;g__;s__,.,,,,
H53R301um_2022_B0012.fasta,H53R301um_2022_B0012,yes,k__Bacteria (UID203),5449,104,58,16,88,0,0,0,0,76.15,0,0,76.15,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__WO2-35-19;s__,.,,,,
H32R101um_2022_B0085.fasta,H32R101um_2022_B0085,yes,k__Archaea (UID2),207,149,107,29,117,3,0,0,0,76.09,1.87,33.33,66.74,medium,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__UBA9640;s__,.,,,,
H32-bin050_1-contigs.fasta,H32-bin050_1-contigs,yes,k__Bacteria (UID1452),924,161,108,29,132,0,0,0,0,76.08,0,0,76.08,medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__,.,,,,
H41-bin227_1-contigs.fasta,H41-bin227_1-contigs,yes,k__Bacteria (UID3187),2258,181,110,41,137,3,0,0,0,76.02,2,33.33,66.02,medium,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__NS-4;g__SCTG01;s__,.,,,,
H32R101um_2022_B0101.fasta,H32R101um_2022_B0101,yes,k__Bacteria (UID203),5449,104,58,17,86,1,0,0,0,75.99,0.16,0,75.19,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA2135;g__;s__,.,,,,
H51-bin043_1-contigs.fasta,H51-bin043_1-contigs,yes,k__Bacteria (UID203),5449,104,58,17,85,2,0,0,0,75.99,1.72,50,67.39,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA11359;g__UBA6065;s__,.,,,,
H14R102um_2022HA_B0031.fasta,H14R102um_2022HA_B0031,yes,c__Gammaproteobacteria (UID4266),1097,270,172,72,188,10,0,0,0,75.94,4.51,10,53.39,medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Rickettsiella;s__,.,,,,
H51-bin151_1-contigs.fasta,H51-bin151_1-contigs,yes,k__Bacteria (UID203),5449,104,58,18,86,0,0,0,0,75.84,0,0,75.84,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__WO2-41-13;f__H02-45-28;g__;s__,.,,,,
H53R301um_2022_B0021.fasta,H53R301um_2022_B0021,yes,k__Bacteria (UID2495),2993,143,89,26,116,1,0,0,0,75.78,1.12,0,70.18,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__,.,,,,
H14R302um_2022HA_B0052.fasta,H14R302um_2022HA_B0052,yes,k__Bacteria (UID2495),2993,143,89,24,119,0,0,0,0,75.74,0,0,75.74,medium,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA2023;g__;s__,.,,,,
H14R102um_2022HA_B0090.fasta,H14R102um_2022HA_B0090,yes,k__Bacteria (UID203),5449,104,58,18,81,5,0,0,0,75.68,4.11,80,55.13,medium,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Zambryskibacteraceae;g__UBA5004;s__,.,,,,
H41R302um_2022HA_B0110.fasta,H41R302um_2022HA_B0110,yes,c__Deltaproteobacteria (UID3216),83,247,155,55,186,6,0,0,0,75.68,2.29,33.33,64.23,medium,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,.,,,,
